mammal|哺乳动物,5
dangerous|危险的,0
chrysalis|蛹,0
festival|节日,0
ears_outwards|耳朵向外,0
anakuro|穴九郎,1
spindles|锭子,1
boombox|音箱,0
lapatte|拉帕特,1
digimon_survive|数码宝贝生存,3
form_fitting|form_fitting,0
rainbow_piercings|彩虹穿孔,0
penis_size_chart|penis_size_chart,0
closed_(disambiguation)|关闭_（消歧义）,-1
bubble_bath|泡泡浴,0
setter|二传手,5
formal_art|形式艺术,7
blpanda|大熊猫,1
black_foreskin|black_foreskin,0
kosian|科西安,1
liquor|酒,0
rabbit_(winnie_the_pooh)|rabbit_(winnie_the_pooh),4
difetra|迪菲特拉,1
dbruin|德布鲁因,1
multicolored_jewelry|multicolored_jewelry,0
james_cameron's_avatar|詹姆斯卡梅隆的头像,3
clothing_on_floor|地板上的衣服,0
wailord|侍卫,5
question_to_viewer|question_to_viewer,0
steamyart|蒸汽船,1
sleeveless_dress|无袖连衣裙,0
blue_(blue's_clues)|blue_(blue's_clues),4
keffotin|克福汀,1
waist_up|腰上,0
kimahri|基马里,4
elektr0|elektr0,1
severus|西弗勒斯,1
air_humanoid|air_humanoid,5
carnivorous_plant|肉食植物,0
hentist|医生,1
lyrics|歌词,0
green_vest|green_vest,0
apinkgrape|粉红葡萄,1
kaynine|凯恩宁,1
karukuji|轻路寺,1
water_jacking|water_jacking,0
archeops|考古学家,5
rat_humanoid|rat_humanoid,5
clamcrusher|蛤蜊破碎机,1
toilet_slave|厕所奴隶,0
proxer|代理,1
arumo|阿鲁莫,1
foxfoxplz|狐狸精,1
xorza|异味,1
xezeno|西泽诺,1
poison_dart_frog|毒镖蛙,5
fish-men_(one_piece)|鱼人_(one_piece),5
glowing_flesh|发光的肉体,0
vcrow_shuu|vcrow_shuu,1
kinsheph|金谢夫,1
meta|元,0
pink_(pink)|粉红色_（粉红色）,4
weighing_scale|称重秤,0
equus|马,1
hon55728|hon55728,1
stalking|跟踪,0
painting_(object)|绘画_（对象）,0
naruto_uzumaki|火影忍者,4
wastedtimeee|浪费时间,1
auntymoira|阿姨莫伊拉,1
alaiaorax|阿莱奥拉克斯,1
arwenscoots|阿文斯库特,1
rude|无礼,0
corinoch_(artist)|corinoch_（艺术家）,1
ittybittyshark|小鲨鱼,1
wolf_taur|wolf_taur,5
bidoof|双头,5
kaeldu|凯尔都,4
magical_binding|魔法绑定,0
weaselgrease|黄鼠狼,1
male_rimming_female|male_rimming_female,0
duke_weaselton|Duke_weaselton,4
grey_shoes|灰鞋,0
morton_koopa_jr.|morton_koopa_jr.,4
oughta|应该,1
dwarfism|侏儒症,0
igphhangout|igphhangout,1
dick_pic|迪克图片,0
bhawk|鹰派,1
climbing_on|攀登,0
psakorn_tnoi|psakorn_tnoi,1
blue_thigh_highs|blue_thigh_highs,0
loch_ness_monster|尼斯湖水怪,5
medical_examination|体检,0
badnik|巴德尼克,5
dumderg|邓德格,1
greenendorf|格林多夫,1
clovis_(twokinds)|clovis_(两种),4
oxygen_mask|氧气面罩,0
master_sword|master_sword,0
slowbro|慢哥,5
fang_(gvh)|方_(gvh),4
shad0w-galaxy|shad0w-星系,1
howling-strawberries|嚎叫草莓,1
>:d|>:d,0
skygracer|天赐者,1
talking_to_pred|talk_to_pred,0
rururaida|鲁莱达,1
go_to_horny_jail|去角质监狱,3
mighty_the_armadillo|强大的犰狳,4
mollusk_shell|软体动物壳,0
vashaa|瓦沙,1
sitri|西特里,4
barely_visible_sheath|几乎不可见的鞘,0
maddeku|马德库,1
xanderblaze|桑德布雷,4
ka-samy|卡萨米,1
napkin|餐巾,0
living_toy|生活玩具,5
striped_scarf|条纹围巾,0
first_page|第一页,7
chokehold|锁喉,0
cum_pooling|cum_pooling,0
chandelier|枝形吊灯,0
mistpirit|精神错乱,1
avelos|阿韦洛斯,3
redgreenfluffball|红色绿色绒毛球,1
real_world|真实世界,3
orange_nails|橙色指甲,0
razor|剃刀,0
tala_(suntattoowolf)|tala_(suntattoowolf),4
tangy_(animal_crossing)|tangy_(animal_crossing),4
squid_dog_(changed)|squid_dog_（已更改）,4
fujoshiineko|富士根子,1
monk|僧,0
kyle_(animal_crossing)|kyle_（动物穿越）,4
bacteria_(organism)|细菌_（有机体）,5
serving_beverage|服务饮料,0
rockstar_games|摇滚明星游戏,3
cutesexyrobutts|可爱性感肉棒,1
grumpyvulpix|脾气暴躁,1
grabbing_ankles|抓脚踝,0
ribbonjob|丝带工作,0
xerneas_(active_mode)|xerneas_(active_mode),5
awake|苏醒,0
mrsk|先生斯克,1
nulloffset|零偏移,1
barioth|气压计,5
dragonscape|龙景,3
skymafia|天空黑手党,1
sabuky|萨布基,1
knot_lick|结舔,0
hanging_by_tail|挂尾,0
krocialblack|克罗夏尔黑,1
cockatrice|怪蛇,5
checkered|方格的,0
mr.brapion|布拉皮翁先生,1
fizzle_(mlp)|fizzle_(mlp),4
no_harm_no_fowl|no_harm_no_fowl,3
pinkcappachino|粉红卡帕奇诺,1
vilani|维拉尼,1
dojo|道场,0
timestamp|时间戳,0
smartypants_(mlp)|smartypants_(mlp),4
marco_(angstrom)|marco_(埃),4
rainwing_(wof)|雨翼_(wof),5
darkmor|黑暗之子,3
burquina|布基纳,1
purple_sky|紫色天空,0
nightdancer_(character)|夜舞者_（角色）,4
bursting|爆裂,0
timoteihiv|提莫泰希夫,1
silencer|消音器,0
here-kitty-kitty|在这里，小猫，小猫,1
geckoguy123456789|壁虎123456789,1
anal_egg_insertion|anal_egg_insertion,0
glue|胶水,0
bunnag|布纳格,1
smoking_tobacco|吸烟_烟草,0
zoologist_(terraria)|动物学家_（泰拉瑞亚）,4
green_eyewear|green_eyewear,0
comparing_breasts|比较乳房,0
candlestick|烛台,0
micro_prey|微猎物,0
wagnermutt|瓦格纳穆特,1
iridescent|虹彩,0
mauroz|毛罗兹,1
kurus|库鲁斯,1
tv_remote|电视遥控器,0
xytora|喜托拉,1
tentacle_around_waist|tentacle_around_waist,0
chess|棋,0
smaller_herm|small_herm,0
pomupomu490|pomupomu490,1
gabu|加布,4
menmen_kesinn|menmen_kesinn,1
coraciiform|喙状,5
stitch!|缝！,3
x_pupils|x_瞳孔,0
holding_pillow|抱枕,0
lilith_(zajice)|lilith_(zajice),4
studio|工作室,0
clyde_wolf|克莱德狼,1
clefable|可谱号,5
musk_fetish|麝香恋物癖,0
raianonzika|雷亚诺兹卡,1
raygun|射线枪,0
domination/submission|支配/提交,0
hoity_toity_(mlp)|hoity_toity_(mlp),4
fukiyo|吹代,4
atticus_mura|atticus_mura,4
solar_flare_(pvz)|solar_flare_(pvz),4
black_line_art|black_line_art,0
coyotek|郊狼,1
image_comics|image_comics,3
howlfeiwolf|嚎狼,1
cosmic_flesh|宇宙肉体,0
gentlemanplayer|绅士玩家,3
earhole|耳孔,0
nani_pelekai|纳尼佩莱凯,4
rag|抹布,0
grid|网格,0
club_(disambiguation)|club_(消歧义),-1
lucifer_(helltaker)|路西法_（地狱猎手）,4
leg_over_shoulder|leg_over_shoulder,0
pixel|像素,0
xxsparcoxx|xxsparcoxx,1
glistening_horn|闪闪发光的喇叭,0
rthur|亚瑟,1
sam_(kuroodod)|sam_(kuroodod),4
jcfox|jcfox,4
the_human_heart_(game)|the_human_heart_(游戏),3
endium|尾端,1
fatal_fury|致命的愤怒,3
sperm_whale|抹香鲸,5
bruteandbrawn|蛮横的,1
maren_taverndatter|maren_taverndatter,4
niece|侄女,0
cum_transformation|cum_transformation,0
bubsy_(series)|bubsy_(系列),3
gaping_nipples|gaping_nipples,0
levitating_object|悬浮物体,0
physeteroid|类固醇,5
bivalve|双壳类,5
purple_eyewear|紫色眼镜,0
hornjob|角交,0
lothar|洛塔尔,4
alsares|阿尔萨雷斯,1
comfycushion|舒适垫,1
whistling|吹口哨,0
animew|动漫,1
singingbirdstudio|歌鸟工作室,1
burrserk|脱口秀,1
toe_outline|脚趾轮廓,0
thick_tongue|厚舌,0
spring|春天,0
clothing_transformation|服装改造,0
unwilling_pred|unwilling_pred,0
kate_(alpha_and_omega)|凯特_（alpha_and_omega）,4
oro97|oro97,1
hiking|远足,0
lesspie|少派,1
egg_in_mouth|egg_in_mouth,0
chase|追赶,0
thehuskylord|哈士奇领主,1
maleficent|恶毒的,4
futhark|未来,0
extremedash|极端破折号,3
lisaamint|丽莎明,1
aereous|气的,1
big_man_(splatoon)|big_man_（喷溅）,4
fury_bowser|fury_bowser,4
jiangshi|江氏,5
spirit_(cimarron)|精神_（西马龙）,4
messenger_bag|信使包,0
jagon|贾贡,1
flag_design|flag_design,0
trump|王牌,1
zephy_03|zephy_03,1
glowfox|萤火虫,1
agent_(artist)|代理_（艺术家）,1
horny|角质,0
cum_in_sex_toy|cum_in_sex_toy,0
lemon_testicles|柠檬睾丸,0
xenoguardian|异形守护者,1
blue_bandanna|blue_bandanna,0
underscore_b|下划线_b,1
frozen_over|freeze_over,1
belt_collar|腰带领,0
sex_box|性框,0
surprise_kiss|惊喜之吻,0
canson|康颂,1
atane27|atane27,1
jilo|吉洛,1
madam_reni_(twokinds)|女士_reni_（两种）,4
countershade_crotch|countershade_crotch,0
thunderfap|雷电,1
hunter_x_hunter|全职猎人,3
cassie_(dragon_tales)|cassie_(dragon_tales),4
munsu89|文苏89,1
asbie|阿斯比,4
female_licking_male|女舔男,0
borvar|博瓦尔,1
duly_noted|适当地注意到,1
waddle_dee|waddle_dee,5
lemmy_koopa|lemmy_koopa,4
wooper|乌珀,5
square_pupils|square_瞳孔,0
predator_(disambiguation)|捕食者_（消歧义）,-1
superia|超人,4
against_table|反对表,0
oozaru|小猿,5
tankard|大酒杯,0
bardju|巴尔久,1
y0dare|你敢,1
sinalanf|西那兰夫,1
roni_collins|罗尼柯林斯,4
upside_down_penis|upside_down_penis,0
roselyn_(twokinds)|roselyn_（两种）,4
herpydragon|鱼龙,1
windmill|风车,0
chain_collar|链领,0
postal_carrier|postal_carrier,0
f_draws|f_draws,1
pink_eyewear|pink_eyewear,0
theodore_seville|西奥多塞维利亚,4
cruelpastry|残酷糕点,1
madacon|马达康,1
outie|外出,0
zooey_the_fox|zooey_the_fox,4
deusexmoose|去用驼鹿,1
demonnyuu|妖精,1
sharkysocks|鲨鱼袜,1
ty_conrad|ty_conrad,4
addison_(frisky_ferals)|addison_(frisky_ferals),4
whimper|呜咽,0
long_antennae|长天线,0
vespiquen|维斯皮昆,5
puppet_bonnie_(fnafsl)|puppet_bonnie_(fnafsl),4
erect_tail|竖尾,0
wool_(disambiguation)|羊毛_（消歧义）,-1
theater|剧院,0
super_animal_royale|super_animal_royale,3
warning|警告,0
dulce_(mr.pink)|dulce_（粉红色先生）,4
jaqrabbit_(artist)|jaqrabbit_（艺术家）,1
tan_neck|tan_neck,0
peter_pete_sr.|peter_pete_sr.,4
ask_bottom_armor|ask_bottom_armor,3
cofagrigus|苦参,5
collar_pull|领子拉,0
medic_(team_fortress_2)|医生_（team_fortress_2）,4
blue_fingers|蓝手指,0
arthur_(furfragged)|阿瑟_（毛茸茸的）,4
rollwulf|罗尔沃尔夫,1
tongue_grab|抢舌,0
human_to_inanimate|human_to_inanimate,0
meow|喵,0
sl350|SL350,1
propositioning|命题,0
viking|维京人,0
thekite|风筝,1
firefox|火狐,3
backyard|后院,0
wamudraws|画法,1
dance_shoes|舞鞋,0
insomniac_games|失眠游戏,3
threek|三克,1
leviathan_(skullgirls)|利维坦_（骷髅女孩）,4
whatsapokemon|小精灵,1
retracted_balls|缩回球,0
hand_on_own_calf|hand_on_own_calf,0
tirrel|特雷尔,1
lance_(disambiguation)|lance_(消歧义),0
mocking|嘲弄,0
neighday|邻居,1
revtilian|爬行动物,1
christian_symbol|christian_symbol,0
knuckle_up!|knuckle_up！,3
lime|酸橙,0
yellow_collar|黄领,0
drekir|德雷基尔,5
whiteboard|白板,0
wanikami|万神,1
rogue|流氓,0
feather_earring|羽毛耳环,0
spartan_(halo)|斯巴达人_（光环）,4
snake_(petruz)|蛇_（佩鲁兹）,4
hammer_brothers|锤子兄弟,5
hobbes|霍布斯,4
left-handed|左撇子,0
tear_(marking)|撕裂_（标记）,0
thresher_shark|thresher_shark,5
popping|弹出,0
doge|总督,4
carton|纸盒,0
red_spikes|red_spikes,0
tool_belt|工具带,0
offering_collar|提供领,0
resting_on_belly|resting_on_belly,0
follower_(cult_of_the_lamb)|追随者_（cult_of_the_lamb）,4
recolor|重新着色,0
gynomorph_on_humanoid|gynomorph_on_humanoid,0
black_membrane|黑膜,0
peashooter_(pvz)|豌豆射手_(pvz),5
bendy_the_dancing_demon|弯曲的跳舞恶魔,4
orange_breasts|橙色乳房,0
aipeco18|aipeco18,1
virito|维里托,1
boss_lamb_(hladilnik)|boss_lamb_(hladilnik),4
coco_(animal_crossing)|coco_(animal_crossing),4
aptom7747|aptom7747,1
$|$,0
kukuri|库库里,5
sparklecat|闪闪发光的猫,5
salmon|三文鱼,5
incest_play|乱伦游戏,0
avioylin|鸟苷,1
hybrid_pokemon|混合宠物小精灵,5
vixine_comics|vixine_comics,3
madhotaru|小太郎,1
noibat|诺伊巴特,5
pillow_grab|枕头抓斗,0
katai|卡泰,1
whooo-ya|哇哦,1
ah_club|啊俱乐部,3
ball_inflation|ball_inflation,0
discarded_underwear|丢弃的内衣,0
the_muppet_show|the_muppet_show,3
two_tone_thigh_highs|two_tone_thigh_highs,0
regalia|王权,0
badassbaal|巴达斯巴尔,1
arcee|阿尔西,4
banni_art|班尼艺术,1
touching_own_leg|触摸自己的腿,0
joe123123123|乔123123123,1
macro_focus|宏焦点,0
purple_feet|紫脚,0
sculpture_(artwork)|雕塑_（艺术品）,7
bronzecatworld|青铜猫世界,1
water_manipulation|water_manipulation,0
sound_edit|sound_edit,0
golduck|金鸭,5
notbad621|不坏621,1
ennismore|恩尼斯莫尔,1
bellsprout|钟芽菜,5
wolfywetfurr|wolfywetfurr,4
araneomorph|蛛形纲,5
rhari|拉里,1
english_audio|英语_audio,0
blood_on_leg|blood_on_leg,0
sneaky|鬼鬼祟祟的,0
burp_cloud|打嗝云,0
agent_8_(splatoon)|agent_8_（喷溅）,4
swaybat|摇摆蝙蝠,1
debris|碎片,0
nayaa|那亚,1
combusken|康布斯肯,5
dark_ishihara|暗石原,1
navy|海军,0
werecat|狼人,5
vaginal_egg_insertion|阴道蛋插入,0
mistystriker|雾袭者,1
einshelm|掌舵,1
kieran|基兰,4
artbyyellowdog|artbyyellowdog,1
leonin|狮子座,5
partially_behind_glass|partial_behind_glass,0
96tning|96吨,1
bamboo_tree|竹树,0
furdo|富多,1
autorimming|自动调整,0
market|市场,0
coiled_tail|卷尾,0
orange_pupils|橙色小学生,0
blackteagan|黑茶根,1
cravat|领结,0
goblinhordestudios|妖精部落工作室,1
luccatoasty|幸运的,1
ariel_(disney)|爱丽儿_（迪士尼）,4
miyamoto_usagi|miyamoto_usagi,4
aria_blaze_(eg)|aria_blaze_(例如),4
fallen_angel|堕落天使,5
office_clothing|office_clothing,0
mountain_(arknights)|山_（方舟）,4
cum_in_pumpkin|cum_in_pumpkin,0
gin_(blackfox85)|杜松子酒（blackfox85）,4
werethrope|人妖,1
water_ripple|water_ripple,0
mule|骡子,5
xenthyl|噻吩基,1
chin_spikes|chin_spikes,0
face_focus|face_focus,0
deku_scrub|deku_scrub,5
artlegionary|武术,1
magica_de_spell|magica_de_spell,4
staggered_grid_layout|交错网格布局,0
kitshokat|基肖卡特,1
bard|诗人,0
huey_duck|huey_duck,4
class|班级,0
boulevard|林荫大道,1
camp_pines|camp_pines,3
hands_on_arms|hand_on_arms,0
lolly_(animal_crossing)|棒棒糖_（动物穿越）,4
secrets-from-dark|黑暗中的秘密,1
moblin|莫布林,5
building_destruction|building_destruction,0
spiritd|精神抖擞,1
malfaren|马尔法伦,4
twistedhound|扭曲的猎犬,1
captain_jerkpants|队长_jerkpants,1
gold_armor|黄金盔甲,0
concave_(artist)|凹_（艺术家）,1
challenge|挑战,0
hear_(artist)|听到_（艺术家）,1
spiked_armor|尖刺盔甲,0
accidentally_gay|意外同性恋,0
black_bow_tie|black_bow_tie,0
my_melody|我的旋律,4
mario_plus_rabbids_sparks_of_hope|mario_plus_rabbids_sparks_of_hope,3
swedishsnus|瑞典语,1
>:)|>:),0
hind_legs|后肢,0
black_teeth|黑牙,0
surprise_(pre-g4)|惊喜_（g4前）,4
sable_(marten)|黑貂_（貂）,5
yencatx|yencatx,1
kaneru|kaneru,1
jakethegoat_(character)|jakethegoat_（字符）,4
stats|统计数据,0
raaggu|拉古,1
ripped-saurian|撕裂的蜥蜴,1
mrchasecomix|mrchasecomix,1
>:(|>:(,0
hyper_knot|超结,0
sumeriandragon|苏梅龙,1
penis_bondage|penis_bondage,0
tiger1001|老虎1001,1
two_tone_briefs|two_tone_briefs,0
captaincronus|克罗纳斯队长,1
typing|打字,0
nepeta_leijon|nepeta_leijon,4
taimanin_(series)|taimanin_(系列),3
holding_calf|控股小牛,0
tail_warmer|tail_warmer,0
skin_folds|skin_folds,0
nottrevbe|诺特雷夫贝,1
window_seat|window_seat,0
raptoral|猛禽,1
woadedfox|野狐,1
staraptor|星际猛禽,5
portal_fleshlight|portal_fleshlight,0
liontaro|狮子太郎,1
tentacle_around_tail|tentacle_around_tail,0
acethebigbadwolf|acethebigbadwolf,1
traced|追踪,7
denisse|丹尼斯,4
tinval|廷瓦尔,4
scaliepunk|斯卡利朋克,1
kyubimon|九尾兽,5
renimpmon_x|renimpmon_x,4
the_gamercat|the_gamercat,3
nihea_avarta|nihea_avatar,4
scratch21|从头开始21,3
bucerotiform|棒状,5
sophiecabra|索菲卡布拉,1
shiro_uzumaki|shiro_uzumaki,4
drayk|德拉克,3
valoo|瓦卢,4
unpopularwolf|不受欢迎的狼,1
spooky's_jump_scare_mansion|spooky's_jump_scare_mansion,3
lynel|莱奈尔,5
victreebel|维克特贝尔,5
jill_valentine_(resident_evil)|jill_valentine_(resident_evil),4
vant_talon|万爪,1
spookable|吓人的,1
cropped_hoodie|Cropped_hoodie,0
kyubey|久别,4
shriekingmagpie|喜鹊,1
slate|石板,1
locket|挂坠盒,0
light_horn|light_horn,0
towel_on_head|毛巾头,0
riku9797|riku9797,1
pokemon_snap_xxx|pokemon_snap_xxx,3
taurika|陶里卡,1
paliken|帕利肯,1
pepper_clark|胡椒克拉克,4
benjipaws|本吉爪,1
canary|金丝雀,5
propeller_hat|螺旋桨帽子,0
doomington|末日明顿,1
syukapong|修卡蓬,1
seaward_skies|seaward_skies,4
choreuny|舞蹈,1
electabuzz|电击,5
nekokagebevil|nekokagebevil,1
son2j|儿子2j,1
bunnicula_(series)|bunnicula_(系列),3
khaleesi|卡丽熙,1
caramelcraze|焦糖热,1
pride_color_legwear|骄傲的颜色腿装,0
pencil_bolt|铅笔螺栓,1
vixey|狐狸精,4
fakeveelution|假情绪,5
kita_9999|kita_9999,1
turk128|土耳其人128,1
goron|戈龙,5
pilot_saluki_(cuphead)|Pilot_saluki_（茶杯头）,4
braviary|武库,5
daws19|道斯19,1
paul_lucas|保罗卢卡斯,1
ilot|伊洛特,1
azir_(lol)|azir_(笑),4
pentagram_harness|pentagram_harness,0
easter_balls|复活节球,0
crestfallenartist|垂头丧气的艺术家,1
grungecandy|垃圾糖果,1
coprophilic_intercourse|coprophilic_intercourse,0
winterrock_(partran)|Winterrock_(partran),3
breastfeeding_during_sex|母乳喂养_during_sex,0
cum_on_eye|cum_on_eye,0
convention|惯例,0
cocampplus|cocampplus,1
studded_belt|铆钉腰带,0
gangster|流氓,0
kiske_7key|kiske_7key,1
flame_pattern|火焰图案,0
quaxly|夸夸其谈,5
sarek_aran_desian|sarek_aran_desian,1
ronnie92|罗尼92,1
leaning_on_table|倾斜表,0
sophie_slam|苏菲大满贯,4
chickenhawk|鸡鹰,5
ursine_humanoid|ursine_humanoid,5
hissing|嘶嘶声,0
rubella_the_worgen|风疹_狼人,4
caradhina|卡拉迪纳,4
valkyr_(warframe)|valkyr_(warframe),4
multi_anus|多肛门,0
toybox_pals|toybox_pals,3
aurancreations|极光创造,1
runescape|符文逃生,3
air_tank|空气罐,0
flutterthrash|颤栗,1
mrs.mayhem|混乱夫人,4
fox_mask|狐狸面具,0
dstears|dstears,1
christmas_light_bondage|圣诞节之光束缚,0
hoopa_(confined)|hoopa_(受限),5
taking_turns|轮流,0
roco|洛可可,1
stepping|踏步,0
yossi|约西,4
meatshaq|肉沙克,1
partially_clothed_female|partial_clothed_female,0
lei-lani|雷拉尼,4
pink_fingernails|pink_fingernails,0
demigod|半神,5
modular|模块化的,0
unusual_ovum|不寻常的卵子,0
cilia|纤毛,0
fossa666|窝666,1
exposed_testicle|暴露的睾丸,0
yshanii|伊沙尼,1
crayon_(artwork)|蜡笔_（艺术品）,7
ty_hanson|泰汉森,4
anime-aniacs|动漫狂人,3
rick_(ratcha)|rick_(ratcha),4
good_cheese|好奶酪,3
izvy_(artist)|izvy_(艺术家),1
grey_exoskeleton|灰色外骨骼,0
spiked_belt|尖刺带,0
bomberman|炸弹人,3
goliath_(gargoyles)|歌利亚_（石像鬼）,4
adira_riftwall|adira_riftwall,4
shydale|喜代尔,1
hole_(pit)|孔_（坑）,0
selianth|selianth,1
onyx_(jmh)|onyx_(jmh),4
mr._peabody_and_sherman|_peabody_and_sherman 先生,3
drool_on_feet|流口水,0
mr._peabody|_皮博迪先生,4
vanzard|范扎德,1
rogone2|罗格尼2,1
white_coat|白大衣,0
forced_smile|强迫微笑,0
multicolored_gloves|多色手套,0
bandaid_protagonist_(tas)|bandaid_protagonist_(tas),4
work_uniform|工作制服,0
na茂ve|天真无邪,0
zinnick|津尼克,1
wavy_speech_bubble|wavy_speech_bubble,0
flower_bouquet|花束,0
gushing|喷薄,0
blue_stockings|blue_stockings,0
monotone_chest|单调胸,0
shamrock_(lysergide)|三叶草_（麦角新碱）,4
uochandayo|乌昌达约,1
monian|梦念,1
flight_suit|飞行服,0
g3mma|g3mm,1
khayen|哈延,1
pollo-chan|波罗酱,1
arthropod_abdomen_anus|节肢动物_腹部_肛门,0
fionthebunny|小兔子,1
nanodarkk|纳米黑暗,1
long_fingers|长手指,0
dtz_(cdrr)|dtz_(cdrr),4
tangela|坦格拉,5
hand_on_diaper|hand_on_diaper,0
iggy_(jjba)|iggy_(jjba),4
